ID,Vendor,Country,Product_Group,Sub_Classification,Shipment_Mode,Year,Quarter,Delivery_Delay_Days,On_Time_Delivery,Delivery_Status,Freight_Type,Freight_Cost_USD,Line_Item_Value,Freight_Cost_Ratio,Dosage_Applicable,Weight_Kilograms
11761,SCMS from RDC,Zimbabwe,HRDT,HIV test,Truck,2007,3,0,On Time,On Time,Separate,1645.12,120000.0,1.37,Not Applicable,343.0
11762,SCMS from RDC,Zimbabwe,ARV,Adult,Truck,2007,3,0,On Time,On Time,Separate,41772.09,925000.0,4.52,Applicable,12779.0
11765,SCMS from RDC,Zambia,ARV,Adult,Air,2007,3,0,On Time,On Time,Separate,5663.0,1958.25,289.19,Applicable,1581.0
11769,SCMS from RDC,Namibia,HRDT,HIV test,Air,2007,3,0,On Time,On Time,Separate,541.42,13600.0,3.98,Not Applicable,39.0
11787,SCMS from RDC,Zimbabwe,ARV,Adult,Truck,2007,3,0,On Time,On Time,Separate,13788.25,23101.2,59.69,Applicable,3951.0
11792,SCMS from RDC,Côte d'Ivoire,ARV,Adult,Air,2007,4,0,On Time,On Time,Absorbed,,55813.8,,Applicable,
11801,SCMS from RDC,Tanzania,HRDT,HIV test,Air,2007,4,0,On Time,On Time,Separate,13606.4,184000.0,7.39,Not Applicable,3327.0
11802,SCMS from RDC,Côte d'Ivoire,ARV,Pediatric,Air,2007,4,0,On Time,On Time,Separate,23907.05,14570.55,164.08,Applicable,2510.0
11803,SCMS from RDC,Côte d'Ivoire,ARV,Adult,Air,2007,4,0,On Time,On Time,Separate,2056.98,50813.0,4.05,Applicable,186.0
11804,SCMS from RDC,Zambia,ARV,Adult,Air,2007,4,0,On Time,On Time,Separate,9008.48,503064.0,1.79,Applicable,2678.0
11805,SCMS from RDC,Mozambique,ARV,Adult,Air,2007,4,0,On Time,On Time,Absorbed,,42000.0,,Applicable,
11806,SCMS from RDC,Mozambique,ARV,Adult,Air,2007,4,0,On Time,On Time,Absorbed,,222000.0,,Applicable,
11807,SCMS from RDC,Zambia,ARV,Pediatric,Air,2007,4,0,On Time,On Time,Separate,17358.74,25854.28,67.14,Applicable,5309.0
11808,SCMS from RDC,Nigeria,ARV,Pediatric,Air,2007,4,0,On Time,On Time,Absorbed,,217.0,,Applicable,
11810,SCMS from RDC,Zimbabwe,ARV,Adult,Air,2007,4,0,On Time,On Time,Separate,7364.52,164576.0,4.47,Applicable,2262.0
11811,SCMS from RDC,Côte d'Ivoire,ARV,Adult,Air,2007,4,0,On Time,On Time,Absorbed,,118093.5,,Applicable,
11812,SCMS from RDC,Côte d'Ivoire,ARV,Pediatric,Air,2007,4,0,On Time,On Time,Absorbed,,11820.0,,Applicable,
11813,SCMS from RDC,Côte d'Ivoire,ARV,Adult,Air,2007,4,0,On Time,On Time,Absorbed,,63222.88,,Applicable,
11814,SCMS from RDC,Haiti,ARV,Adult,Air,2007,4,0,On Time,On Time,Separate,2523.6,4110.0,61.4,Applicable,285.0
11815,SCMS from RDC,Côte d'Ivoire,HRDT,HIV test,Air,2007,4,0,On Time,On Time,Separate,1278.0,3698.04,34.56,Not Applicable,39.0
11817,SCMS from RDC,Côte d'Ivoire,HRDT,HIV test,Air,2008,1,0,On Time,On Time,Separate,2372.8,89987.5,2.64,Not Applicable,296.0
11821,SCMS from RDC,Rwanda,HRDT,HIV test - Ancillary,Air,2007,4,0,On Time,On Time,Absorbed,,4.05,,Not Applicable,
11826,SCMS from RDC,Nigeria,ARV,Pediatric,Air,2007,4,0,On Time,On Time,Separate,1260.1,6400.0,19.69,Applicable,48.0
11827,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,1,0,On Time,On Time,Absorbed,,425.0,,Applicable,
11829,SCMS from RDC,Haiti,ARV,Adult,Air,2007,4,0,On Time,On Time,Separate,24448.0,434700.0,5.62,Applicable,2153.0
11830,SCMS from RDC,Ethiopia,ARV,Pediatric,Air,2007,4,0,On Time,On Time,Separate,8586.0,7064.9,121.53,Applicable,1215.0
11832,SCMS from RDC,Zimbabwe,ARV,Adult,Air,2008,1,0,On Time,On Time,Absorbed,,257016.8,,Applicable,
11833,SCMS from RDC,Uganda,ARV,Adult,Air,2008,1,0,On Time,On Time,Absorbed,,7398.0,,Applicable,
11834,SCMS from RDC,Rwanda,ARV,Adult,Air,2008,1,0,On Time,On Time,Separate,36417.89,462744.36,7.87,Applicable,3195.0
11837,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,1,0,On Time,On Time,Absorbed,,10159.56,,Applicable,
11839,SCMS from RDC,Côte d'Ivoire,ARV,Adult,Air,2008,1,0,On Time,On Time,Absorbed,,166500.0,,Applicable,
11840,SCMS from RDC,Rwanda,HRDT,HIV test,Air,2008,1,0,On Time,On Time,Separate,8143.19,89987.5,9.05,Not Applicable,362.0
11842,SCMS from RDC,Côte d'Ivoire,ARV,Pediatric,Air,2008,1,0,On Time,On Time,Separate,1729.0,1852.8,93.32,Applicable,344.0
11843,SCMS from RDC,Côte d'Ivoire,ARV,Pediatric,Air,2007,4,18,Late,Late,Separate,6146.0,10715.52,57.36,Applicable,1988.0
11845,SCMS from RDC,Ethiopia,ARV,Adult,Air,2008,1,0,On Time,On Time,Separate,9187.8,147959.84,6.21,Applicable,2533.0
11846,SCMS from RDC,Uganda,ARV,Adult,Air,2008,1,0,On Time,On Time,Separate,1902.9,41780.88,4.55,Applicable,369.0
11847,SCMS from RDC,Uganda,ARV,Adult,Air,2008,1,0,On Time,On Time,Absorbed,,17220.0,,Applicable,
11850,SCMS from RDC,Ethiopia,ARV,Adult,Air,2008,1,0,On Time,On Time,Separate,17975.21,188904.0,9.52,Applicable,5181.0
11851,SCMS from RDC,Tanzania,ARV,Adult,Air,2008,1,0,On Time,On Time,Absorbed,,106038.0,,Applicable,
11852,SCMS from RDC,Côte d'Ivoire,ARV,Pediatric,Air,2008,1,0,On Time,On Time,Absorbed,,5207.04,,Applicable,
11854,SCMS from RDC,Zambia,ARV,Pediatric,Truck,2007,4,0,On Time,On Time,Absorbed,,30660.6,,Applicable,
11855,SCMS from RDC,Zimbabwe,ARV,Adult,Air,2008,1,0,On Time,On Time,Absorbed,,3200.0,,Applicable,
11856,SCMS from RDC,Zimbabwe,ARV,Adult,Air,2008,1,0,On Time,On Time,Absorbed,,275576.0,,Applicable,
11857,SCMS from RDC,Haiti,ARV,Pediatric,Air,2008,1,0,On Time,On Time,Absorbed,,7017.6,,Applicable,
11858,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,2,0,On Time,On Time,Separate,2812.3,1853.0,151.77,Applicable,422.0
11859,SCMS from RDC,Zambia,ARV,Adult,Truck,2008,3,0,On Time,On Time,Absorbed,,360000.0,,Applicable,
11860,SCMS from RDC,Haiti,ARV,Adult,Air,2008,2,0,On Time,On Time,Separate,1422.32,9864.0,14.42,Applicable,52.0
11861,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,2,0,On Time,On Time,Absorbed,,24600.0,,Applicable,
11862,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,2,0,On Time,On Time,Separate,2204.0,88173.75,2.5,Applicable,300.0
11863,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,2,0,On Time,On Time,Separate,1110.5,16826.25,6.6,Applicable,58.0
11864,SCMS from RDC,Zambia,ARV,Adult,Air,2008,2,0,On Time,On Time,Separate,6002.19,170000.0,3.53,Applicable,4733.0
11865,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,2,0,On Time,On Time,Separate,11815.12,220580.8,5.36,Applicable,1832.0
11866,SCMS from RDC,Zimbabwe,ARV,Adult,Air,2008,2,0,On Time,On Time,Separate,45047.32,275576.0,16.35,Applicable,7806.0
11867,SCMS from RDC,Côte d'Ivoire,ARV,Pediatric,Air,2008,2,0,On Time,On Time,Absorbed,,15169.0,,Applicable,
11868,SCMS from RDC,Zambia,ARV,Adult,Truck,2008,2,0,On Time,On Time,Separate,4217.45,188904.0,2.23,Applicable,3224.0
11869,SCMS from RDC,Mozambique,ARV,Adult,Air,2008,1,0,On Time,On Time,Separate,1214.2,6041.7,20.1,Applicable,185.0
11873,SCMS from RDC,Côte d'Ivoire,ARV,Pediatric,Air,2008,1,0,On Time,On Time,Absorbed,,5775.36,,Applicable,
11875,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,2,0,On Time,On Time,Absorbed,,67932.0,,Applicable,
11876,SCMS from RDC,Haiti,ARV,Adult,Air,2008,2,0,On Time,On Time,Absorbed,,190.5,,Applicable,
11877,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,2,0,On Time,On Time,Separate,9906.63,300250.0,3.3,Applicable,2173.0
11879,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,3,0,On Time,On Time,Absorbed,,45974.15,,Applicable,
11880,SCMS from RDC,Haiti,ARV,Adult,Air,2008,2,0,On Time,On Time,Absorbed,,273067.2,,Applicable,
11881,SCMS from RDC,Côte d'Ivoire,ARV,Pediatric,Air,2008,2,0,On Time,On Time,Absorbed,,4520.6,,Applicable,
11882,SCMS from RDC,Zimbabwe,ARV,Adult,Air,2008,2,0,On Time,On Time,Absorbed,,23101.2,,Applicable,
11883,SCMS from RDC,Tanzania,ARV,Pediatric,Air,2008,2,0,On Time,On Time,Separate,8381.22,90210.0,9.29,Applicable,2427.0
11884,SCMS from RDC,Côte d'Ivoire,ARV,Pediatric,Air,2008,2,0,On Time,On Time,Separate,1996.68,25490.88,7.83,Applicable,608.0
11887,SCMS from RDC,Uganda,ARV,Adult,Air,2008,3,0,On Time,On Time,Absorbed,,368.0,,Applicable,
11888,SCMS from RDC,Haiti,ARV,Adult,Air,2008,1,0,On Time,On Time,Separate,2504.44,8727.84,28.69,Applicable,144.0
11890,SCMS from RDC,Côte d'Ivoire,ARV,Adult,Air,2008,2,0,On Time,On Time,Separate,1765.4,76831.28,2.3,Applicable,490.0
11891,SCMS from RDC,Mozambique,ARV,Adult,Air,2008,2,0,On Time,On Time,Absorbed,,256500.0,,Applicable,
11892,SCMS from RDC,Tanzania,ARV,Adult,Air,2008,2,0,On Time,On Time,Separate,6195.24,229161.42,2.7,Applicable,1636.0
11893,SCMS from RDC,Ethiopia,ARV,Adult,Air,2008,1,0,On Time,On Time,Absorbed,,342485.4,,Applicable,
11894,SCMS from RDC,Zimbabwe,ARV,Adult,Truck,2008,1,0,On Time,On Time,Separate,1746.3,4278.75,40.81,Applicable,395.0
11895,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,2,0,On Time,On Time,Separate,1651.16,12382.31,13.33,Applicable,236.0
11897,SCMS from RDC,Namibia,HRDT,HIV test,Air,2008,2,0,On Time,On Time,Separate,1730.41,6479.1,26.71,Not Applicable,21.0
11899,SCMS from RDC,Haiti,ARV,Pediatric,Air,2008,2,0,On Time,On Time,Absorbed,,4205.95,,Applicable,
11900,SCMS from RDC,Kenya,HRDT,HIV test,Truck,2008,2,0,On Time,On Time,Separate,838.83,53760.0,1.56,Not Applicable,965.0
11902,SCMS from RDC,Nigeria,ARV,Pediatric,Truck,2008,2,0,On Time,On Time,Separate,1988.9,1920.0,103.59,Applicable,346.0
11903,SCMS from RDC,Haiti,ARV,Pediatric,Air,2008,3,0,On Time,On Time,Separate,7100.67,3024.0,234.81,Applicable,538.0
11904,SCMS from RDC,Haiti,ARV,Adult,Air,2008,4,0,On Time,On Time,Absorbed,,297770.0,,Applicable,
11905,SCMS from RDC,Zimbabwe,ARV,Adult,Truck,2008,4,0,On Time,On Time,Absorbed,,562400.0,,Applicable,
11906,SCMS from RDC,Uganda,ARV,Adult,Truck,2008,4,0,On Time,On Time,Absorbed,,56617.0,,Applicable,
11907,SCMS from RDC,Haiti,ARV,Pediatric,Air,2008,3,0,On Time,On Time,Separate,8762.02,2544.0,344.42,Applicable,702.0
11908,SCMS from RDC,Haiti,ARV,Pediatric,Air,2008,3,0,On Time,On Time,Absorbed,,3696.0,,Applicable,
11909,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,3,0,On Time,On Time,Separate,9185.15,20739.0,44.29,Applicable,925.0
11910,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,3,0,On Time,On Time,Separate,1151.48,9359.35,12.3,Applicable,82.0
11913,SCMS from RDC,Ethiopia,ARV,Adult,Air,2009,1,0,On Time,On Time,Absorbed,,127581.6,,Applicable,
11914,SCMS from RDC,Kenya,HRDT,HIV test,Air,2008,3,0,On Time,On Time,Separate,11898.8,157632.0,7.55,Not Applicable,2695.0
11916,SCMS from RDC,Pakistan,HRDT,HIV test,Air,2008,4,0,On Time,On Time,Absorbed,,1199.88,,Not Applicable,
11917,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,3,0,On Time,On Time,Separate,13353.34,300250.0,4.45,Applicable,6124.0
11918,SCMS from RDC,Haiti,ARV,Pediatric,Air,2008,4,0,On Time,On Time,Separate,11836.61,5487.3,215.71,Applicable,979.0
11919,SCMS from RDC,Zambia,ARV,Adult,Truck,2008,4,0,On Time,On Time,Separate,3629.37,71362.6,5.09,Applicable,1162.0
11920,SCMS from RDC,Rwanda,ARV,Adult,Truck,2008,4,0,On Time,On Time,Separate,3754.14,15049.6,24.95,Applicable,455.0
11921,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,3,0,On Time,On Time,Absorbed,,21869.65,,Applicable,
11923,SCMS from RDC,Côte d'Ivoire,ARV,Adult,Air,2009,1,0,On Time,On Time,Separate,5110.42,76740.0,6.66,Applicable,187.0
11924,SCMS from RDC,Rwanda,ARV,Adult,Air,2009,1,0,On Time,On Time,Separate,5029.05,25693.2,19.57,Applicable,544.0
11926,SCMS from RDC,Mozambique,ARV,Adult,Air,2009,1,0,On Time,On Time,Absorbed,,267850.0,,Applicable,
11927,SCMS from RDC,Sierra Leone,HRDT,HIV test,Air,2008,3,0,On Time,On Time,Separate,7795.0,16000.0,48.72,Not Applicable,163.0
11928,SCMS from RDC,Côte d'Ivoire,ARV,Pediatric,Air,2009,1,0,On Time,On Time,Separate,1297.57,1680.0,77.24,Applicable,115.0
11932,SCMS from RDC,Nigeria,ARV,Adult,Air,2009,1,0,On Time,On Time,Separate,6443.63,988732.5,0.65,Applicable,3273.0
11933,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,3,0,On Time,On Time,Absorbed,,105.0,,Applicable,
11934,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,3,0,On Time,On Time,Absorbed,,9854.9,,Applicable,
11935,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,3,0,On Time,On Time,Absorbed,,36652.2,,Applicable,
11936,SCMS from RDC,Haiti,ARV,Adult,Air,2008,4,0,On Time,On Time,Absorbed,,18600.0,,Applicable,
11937,SCMS from RDC,Haiti,ARV,Pediatric,Air,2008,4,0,On Time,On Time,Absorbed,,5652.5,,Applicable,
11938,SCMS from RDC,Haiti,ARV,Adult,Air,2009,1,0,On Time,On Time,Separate,1432.88,11452.5,12.51,Applicable,47.0
11939,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,3,0,On Time,On Time,Separate,4099.51,49224.0,8.33,Applicable,621.0
11940,SCMS from RDC,Tanzania,ARV,Adult,Air,2008,3,0,On Time,On Time,Separate,36855.6,14881.4,247.66,Applicable,6650.0
11942,SCMS from RDC,Haiti,ARV,Adult,Air,2008,4,0,On Time,On Time,Absorbed,,23529.0,,Applicable,
11943,SCMS from RDC,Haiti,ARV,Adult,Air,2008,4,0,On Time,On Time,Absorbed,,869550.0,,Applicable,
11944,SCMS from RDC,Ethiopia,ARV,Adult,Air,2009,1,0,On Time,On Time,Absorbed,,20327.6,,Applicable,
11945,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,4,0,On Time,On Time,Separate,18617.93,11971.52,155.52,Applicable,5588.0
11946,SCMS from RDC,Nigeria,ARV,Adult,Air,2008,4,0,On Time,On Time,Absorbed,,858270.0,,Applicable,
11947,SCMS from RDC,Nigeria,ARV,Pediatric,Air,2008,4,0,On Time,On Time,Absorbed,,18112.0,,Applicable,
11948,SCMS from RDC,Zambia,ARV,Adult,Truck,2008,4,0,On Time,On Time,Separate,11519.94,2625000.0,0.44,Applicable,88190.0
11949,SCMS from RDC,Nigeria,ARV,Pediatric,Air Charter,2009,1,0,On Time,On Time,Absorbed,,1582.7,,Applicable,
11950,SCMS from RDC,Côte d'Ivoire,ARV,Adult,Air,2009,1,0,On Time,On Time,Separate,19495.73,138888.0,14.04,Applicable,2096.0
11951,SCMS from RDC,Côte d'Ivoire,ARV,Pediatric,Air,2009,1,0,On Time,On Time,Separate,1286.0,1120.0,114.82,Applicable,77.0
11954,SCMS from RDC,Côte d'Ivoire,ARV,Adult,Air,2008,4,0,On Time,On Time,Absorbed,,359264.88,,Applicable,
11955,SCMS from RDC,Nigeria,ARV,Adult,Air Charter,2009,1,0,On Time,On Time,Separate,11492.86,728916.0,1.58,Applicable,7189.0
11956,SCMS from RDC,Nigeria,ARV,Adult,Air Charter,2009,1,0,On Time,On Time,Separate,22985.73,49179.6,46.74,Applicable,485.0
11957,SCMS from RDC,Côte d'Ivoire,ARV,Adult,Air,2009,1,0,On Time,On Time,Absorbed,,72500.4,,Applicable,
11958,SCMS from RDC,Côte d'Ivoire,ARV,Adult,Air,2009,1,0,On Time,On Time,Absorbed,,63458.4,,Applicable,
11959,SCMS from RDC,Mozambique,ARV,Adult,Air,2008,4,0,On Time,On Time,Absorbed,,55000.0,,Applicable,
11960,SCMS from RDC,Côte d'Ivoire,ARV,Pediatric,Air,2009,1,0,On Time,On Time,Absorbed,,61650.0,,Applicable,
11961,SCMS from RDC,Côte d'Ivoire,ARV,Adult,Air,2009,1,0,On Time,On Time,Absorbed,,25537.4,,Applicable,
11962,SCMS from RDC,Côte d'Ivoire,ARV,Pediatric,Air,2009,2,0,On Time,On Time,Separate,1328.03,5280.0,25.15,Applicable,125.0
11963,SCMS from RDC,Haiti,ARV,Pediatric,Air,2009,2,0,On Time,On Time,Separate,1763.84,4110.0,42.92,Applicable,98.0
11964,SCMS from RDC,Mozambique,ARV,Adult,Air,2009,2,0,On Time,On Time,Separate,6759.55,127534.4,5.3,Applicable,1320.0
11966,SCMS from RDC,Kenya,ARV,Pediatric,Truck,2009,2,0,On Time,On Time,Absorbed,,1.7,,Applicable,
11967,SCMS from RDC,Nigeria,ARV,Adult,Air,2009,2,0,On Time,On Time,Separate,2922.53,54258.75,5.39,Applicable,235.0
11968,SCMS from RDC,Haiti,ARV,Pediatric,Air,2009,2,0,On Time,On Time,Absorbed,,4455.5,,Applicable,
11969,SCMS from RDC,Mozambique,ARV,Adult,Truck,2009,2,0,On Time,On Time,Absorbed,,938.7,,Applicable,
11970,SCMS from RDC,Côte d'Ivoire,ARV,Pediatric,Air,2009,2,0,On Time,On Time,Separate,9936.96,25636.8,38.76,Applicable,3337.0
11971,SCMS from RDC,Swaziland,ARV,Pediatric,Air,2009,2,0,On Time,On Time,Absorbed,,18038.41,,Applicable,
11972,SCMS from RDC,Swaziland,ARV,Adult,Air,2009,2,0,On Time,On Time,Absorbed,,154360.0,,Applicable,
11973,SCMS from RDC,Mozambique,ARV,Adult,Air,2009,2,0,On Time,On Time,Separate,1943.05,30800.0,6.31,Applicable,227.0
11974,SCMS from RDC,Mozambique,ARV,Pediatric,Air,2009,2,0,On Time,On Time,Absorbed,,10987.2,,Applicable,
11975,SCMS from RDC,Zambia,ARV,Adult,Truck,2009,2,0,On Time,On Time,Separate,10069.54,1100000.0,0.92,Applicable,7736.0
11980,SCMS from RDC,Nigeria,ARV,Adult,Air Charter,2009,2,0,On Time,On Time,Absorbed,,1553.1,,Applicable,
11981,SCMS from RDC,Zambia,ARV,Pediatric,Truck,2009,2,0,On Time,On Time,Absorbed,,10376.8,,Applicable,
11983,SCMS from RDC,Nigeria,ARV,Adult,Air Charter,2009,2,0,On Time,On Time,Absorbed,,2359.26,,Applicable,
11988,SCMS from RDC,Haiti,ARV,Adult,Air,2009,2,0,On Time,On Time,Separate,12448.02,56250.0,22.13,Applicable,111.0
11989,SCMS from RDC,Zimbabwe,ARV,Adult,Truck,2009,2,0,On Time,On Time,Absorbed,,42480.0,,Applicable,
11990,SCMS from RDC,Côte d'Ivoire,ARV,Adult,Air,2009,3,0,On Time,On Time,Separate,6111.2,259621.2,2.35,Applicable,1866.0
11991,SCMS from RDC,Uganda,ARV,Adult,Air,2009,3,0,On Time,On Time,Absorbed,,97878.04,,Applicable,
11992,SCMS from RDC,Uganda,ARV,Adult,Air,2009,3,0,On Time,On Time,Separate,1670.63,11420.48,14.63,Applicable,120.0
11993,SCMS from RDC,Uganda,ARV,Adult,Air,2009,3,0,On Time,On Time,Separate,3017.15,30900.8,9.76,Applicable,322.0
11994,SCMS from RDC,Zambia,ARV,Adult,Truck,2009,3,0,On Time,On Time,Separate,2448.71,140140.0,1.75,Applicable,987.0
11995,SCMS from RDC,Zambia,ARV,Adult,Truck,2009,3,0,On Time,On Time,Separate,4506.18,960000.0,0.47,Applicable,9022.0
11996,SCMS from RDC,Nigeria,ARV,Adult,Air Charter,2009,3,0,On Time,On Time,Separate,7445.8,49179.6,15.14,Applicable,486.0
11997,SCMS from RDC,Nigeria,ARV,Adult,Air Charter,2009,3,0,On Time,On Time,Separate,7445.8,478218.6,1.56,Applicable,4724.0
11998,SCMS from RDC,Haiti,ARV,Adult,Air,2009,3,0,On Time,On Time,Absorbed,,12614.4,,Applicable,
11999,SCMS from RDC,Haiti,ARV,Adult,Air,2009,3,0,On Time,On Time,Separate,6811.4,162.0,4204.57,Applicable,78.0
12000,SCMS from RDC,Mozambique,ARV,Adult,Truck,2009,3,0,On Time,On Time,Separate,1799.88,121040.0,1.49,Applicable,4374.0
12001,SCMS from RDC,Zambia,ARV,Adult,Truck,2009,3,0,On Time,On Time,Absorbed,,946080.0,,Applicable,
12003,SCMS from RDC,Côte d'Ivoire,ARV,Pediatric,Air,2009,3,0,On Time,On Time,Absorbed,,32079.6,,Applicable,
12004,SCMS from RDC,Uganda,ARV,Adult,Air,2009,3,0,On Time,On Time,Separate,15250.99,223027.5,6.84,Applicable,2237.0
12005,SCMS from RDC,Zambia,ARV,Adult,Truck,2009,3,0,On Time,On Time,Separate,6759.28,373664.72,1.81,Applicable,5586.0
12006,SCMS from RDC,Zimbabwe,ARV,Adult,Truck,2009,3,0,On Time,On Time,Absorbed,,541120.0,,Applicable,
12008,SCMS from RDC,Uganda,ARV,Adult,Air,2009,3,0,On Time,On Time,Separate,2590.35,47118.75,5.5,Applicable,160.0
12009,SCMS from RDC,Côte d'Ivoire,ARV,Pediatric,Air,2009,3,0,On Time,On Time,Absorbed,,11520.0,,Applicable,
12010,SCMS from RDC,Côte d'Ivoire,ARV,Adult,Air,2009,3,0,On Time,On Time,Absorbed,,26197.5,,Applicable,
12011,SCMS from RDC,Nigeria,ARV,Adult,Air Charter,2009,4,0,On Time,On Time,Separate,9341.49,603288.0,1.55,Applicable,5960.0
12012,SCMS from RDC,Zambia,ARV,Adult,Truck,2009,4,0,On Time,On Time,Separate,4997.46,24880.0,20.09,Applicable,1900.0
12014,SCMS from RDC,Haiti,ARV,Adult,Air,2009,4,0,On Time,On Time,Absorbed,,45892.5,,Applicable,
12015,SCMS from RDC,Ethiopia,ARV,Adult,Air,2009,4,0,On Time,On Time,Separate,4311.22,10980.0,39.26,Applicable,658.0
12016,SCMS from RDC,Lebanon,ARV,Pediatric,Air,2009,4,0,On Time,On Time,Absorbed,,0.24,,Applicable,
12017,SCMS from RDC,Uganda,ARV,Adult,Air,2009,4,0,On Time,On Time,Separate,667.17,438.0,152.32,Applicable,20.0
12018,SCMS from RDC,Uganda,ARV,Adult,Air,2009,4,0,On Time,On Time,Separate,747.17,4435.17,16.85,Applicable,33.0
12020,SCMS from RDC,Ethiopia,ARV,Adult,Air,2009,4,0,On Time,On Time,Separate,7573.92,58000.0,13.06,Applicable,2190.0
12021,SCMS from RDC,Ethiopia,ARV,Adult,Air,2010,1,0,On Time,On Time,Separate,6774.59,74066.0,9.15,Applicable,2031.0
12033,SCMS from RDC,Mozambique,ARV,Adult,Air,2007,2,0,On Time,On Time,Absorbed,,20262.8,,Applicable,
12041,SCMS from RDC,Rwanda,ARV,Adult,Air,2007,2,0,On Time,On Time,Absorbed,,4193.77,,Applicable,
12058,SCMS from RDC,Tanzania,HRDT,HIV test,Air,2007,3,0,On Time,On Time,Separate,2297.0,3200.0,71.78,Not Applicable,
12059,SCMS from RDC,Mozambique,ARV,Adult,Air,2007,3,0,On Time,On Time,Separate,439.17,71330.0,0.62,Applicable,138.0
12060,SCMS from RDC,Mozambique,ARV,Adult,Air,2007,3,0,On Time,On Time,Separate,630.23,32921.1,1.91,Applicable,333.0
12061,SCMS from RDC,Mozambique,ARV,Adult,Air,2007,2,0,On Time,On Time,Absorbed,,45628.0,,Applicable,
12062,SCMS from RDC,Mozambique,ARV,Adult,Air,2007,2,0,On Time,On Time,Absorbed,,524282.5,,Applicable,
12073,SCMS from RDC,Tanzania,ARV,Pediatric,Air,2007,3,0,On Time,On Time,Absorbed,,6041.7,,Applicable,
12077,SCMS from RDC,Côte d'Ivoire,ARV,Adult,Air,2007,3,0,On Time,On Time,Separate,4200.78,2496.15,168.29,Applicable,399.0
12078,SCMS from RDC,Rwanda,ARV,Adult,Air,2007,3,0,On Time,On Time,Separate,1161.0,5600.0,20.73,Applicable,24.0
12079,SCMS from RDC,Rwanda,HRDT,HIV test,Air,2007,3,0,On Time,On Time,Separate,1604.96,2944.0,54.52,Not Applicable,28.0
12080,SCMS from RDC,Côte d'Ivoire,ARV,Pediatric,Air,2007,3,0,On Time,On Time,Absorbed,,2301.6,,Applicable,
12083,SCMS from RDC,Tanzania,HRDT,HIV test,Air,2007,3,0,On Time,On Time,Separate,1547.0,58658.0,2.64,Not Applicable,3093.0
12086,SCMS from RDC,Tanzania,ARV,Adult,Air,2007,3,0,On Time,On Time,Separate,7533.0,314942.52,2.39,Applicable,2670.0
12088,SCMS from RDC,Mozambique,ARV,Adult,Air,2007,3,0,On Time,On Time,Absorbed,,37100.0,,Applicable,
12089,SCMS from RDC,Mozambique,ARV,Adult,Air,2007,3,0,On Time,On Time,Absorbed,,34080.0,,Applicable,
12090,SCMS from RDC,Mozambique,ARV,Adult,Air,2007,3,0,On Time,On Time,Absorbed,,36496.8,,Applicable,
12091,SCMS from RDC,Mozambique,ARV,Adult,Air,2007,3,0,On Time,On Time,Absorbed,,39747.09,,Applicable,
12092,SCMS from RDC,Mozambique,ARV,Adult,Air,2007,3,0,On Time,On Time,Absorbed,,56406.0,,Applicable,
12093,SCMS from RDC,Mozambique,ARV,Adult,Air,2007,3,0,On Time,On Time,Absorbed,,110887.8,,Applicable,
12094,SCMS from RDC,Mozambique,ARV,Adult,Air,2007,3,0,On Time,On Time,Absorbed,,434042.75,,Applicable,
12100,SCMS from RDC,Rwanda,HRDT,HIV test,Air,2007,4,0,On Time,On Time,Separate,7670.04,60256.0,12.73,Not Applicable,627.0
12112,SCMS from RDC,Rwanda,HRDT,HIV test,Air,2007,3,0,On Time,On Time,Separate,4436.76,31069.5,14.28,Not Applicable,752.0
12113,SCMS from RDC,Zimbabwe,ARV,Adult,Truck,2007,3,0,On Time,On Time,Absorbed,,275576.0,,Applicable,
12120,SCMS from RDC,Mozambique,HRDT,HIV test,Air,2007,4,0,On Time,On Time,Separate,10698.63,111360.0,9.61,Not Applicable,2766.0
12122,SCMS from RDC,Côte d'Ivoire,ARV,Adult,Air,2007,4,0,On Time,On Time,Absorbed,,46032.0,,Applicable,
12123,SCMS from RDC,Zimbabwe,ARV,Adult,Air,2007,4,0,On Time,On Time,Absorbed,,2124.0,,Applicable,
12125,SCMS from RDC,Guyana,ARV,Adult,Air,2007,4,0,On Time,On Time,Separate,4807.0,17556.0,27.38,Applicable,402.0
